timestamp,spy_price,vix,expiration,pcr,put_notional,call_notional
2023-04-17 07:01:04,412.91,17.52,2023-04-17,0.7671600587207057,12877996.0,16786583.0
2023-04-17 07:01:04,412.91,17.52,2023-04-20,1.161168444303785,1423560.0,1225972.0
2023-04-17 07:01:04,412.93,17.52,2023-04-19,0.8115475832011448,2091462.0,2577128.0
2023-04-17 07:01:04,412.91,17.52,2023-04-21,0.7443031352856524,4387926.0,5895348.0
2023-04-17 07:01:04,412.91,17.52,2023-04-18,0.6887497198997751,5443479.0,7903421.0
2023-04-17 07:01:16,412.98,17.52,2023-04-19,0.7881834231998854,2064745.0,2619625.0
2023-04-17 07:01:16,412.98,17.52,2023-04-18,0.6618051018442578,5332169.0,8057008.0
2023-04-17 07:01:16,412.98,17.52,2023-04-20,1.1640505905561371,1433292.0,1231297.0
2023-04-17 07:01:16,412.98,17.52,2023-04-17,0.7379963393373684,12524313.0,16970698.0
2023-04-17 07:01:16,412.98,17.52,2023-04-21,0.7338268938214015,4377047.0,5964686.0
2023-04-17 07:01:28,412.89,17.52,2023-04-19,0.8352663669286746,2145167.0,2568243.0
2023-04-17 07:01:28,412.89,17.52,2023-04-20,1.2089692930412717,1456970.0,1205134.0
2023-04-17 07:01:28,412.89,17.52,2023-04-18,0.7114497305409925,5576555.0,7838298.0
2023-04-17 07:01:28,412.89,17.52,2023-04-17,0.822927895284557,13417892.0,16305064.0
2023-04-17 07:01:28,412.89,17.52,2023-04-21,0.7679659674461314,4515292.0,5879547.0
2023-04-17 07:01:39,412.9,17.52,2023-04-17,0.8238365433932726,13505192.0,16393048.0
2023-04-17 07:01:40,412.87,17.52,2023-04-19,0.8304599024164522,2146454.0,2584657.0
2023-04-17 07:01:40,412.87,17.52,2023-04-18,0.7103808259889829,5598512.0,7881001.0
2023-04-17 07:01:40,412.9,17.52,2023-04-20,1.1766734832221435,1456337.0,1237673.0
2023-04-17 07:01:40,412.9,17.52,2023-04-21,0.7692725698243377,4545637.0,5909007.0
2023-04-17 07:01:51,413.03,17.54,2023-04-17,0.7281513010858334,12499703.0,17166354.0
2023-04-17 07:01:51,413.02,17.54,2023-04-20,1.1063256659766691,1429677.0,1292275.0
2023-04-17 07:01:51,413.03,17.54,2023-04-18,0.6632461120562392,5400766.0,8142929.0
2023-04-17 07:01:51,413.03,17.54,2023-04-19,0.783023285147143,2092073.0,2671789.0
2023-04-17 07:01:51,413.02,17.54,2023-04-21,0.7335499953047188,4429158.0,6037977.0
2023-04-17 07:02:03,413.05,17.53,2023-04-17,0.6816111439269511,12170533.0,17855537.0
2023-04-17 07:02:03,413.05,17.53,2023-04-19,0.783777104381061,2134363.0,2723176.0
2023-04-17 07:02:03,413.05,17.53,2023-04-18,0.6292519082669331,5320194.0,8454792.0
2023-04-17 07:02:03,413.05,17.53,2023-04-20,1.0780919738952182,1420508.0,1317613.0
2023-04-17 07:02:03,413.05,17.53,2023-04-21,0.7168282984215505,4381580.0,6112454.0
2023-04-17 07:02:15,413.01,17.53,2023-04-18,0.6504217924629275,5432769.0,8352686.0
2023-04-17 07:02:15,413.01,17.53,2023-04-19,0.8047847262953916,2167913.0,2693780.0
2023-04-17 07:02:15,413.01,17.53,2023-04-17,0.7248310030756328,12638452.0,17436412.0
2023-04-17 07:02:15,413.02,17.53,2023-04-21,0.7262708226624238,4448058.0,6124517.0
2023-04-17 07:02:15,413.02,17.53,2023-04-20,1.106440152683256,1439472.0,1300994.0
2023-04-17 07:02:26,412.94,17.54,2023-04-18,0.6750681220430125,5555866.0,8230082.0
2023-04-17 07:02:26,412.945,17.54,2023-04-17,0.7672173410598502,13084123.000000002,17053998.0
2023-04-17 07:02:27,412.98,17.54,2023-04-20,1.0980497752067917,1451736.0,1322104.0
2023-04-17 07:02:27,412.98,17.54,2023-04-19,0.8298999096549492,2218393.0,2673085.0
2023-04-17 07:02:27,412.94,17.54,2023-04-21,0.7408211809076825,4518158.0,6098851.0
2023-04-17 07:02:38,413.02,17.55,2023-04-19,0.8185609082961406,2208745.0,2698327.0
2023-04-17 07:02:38,413.02,17.55,2023-04-18,0.6636823466622066,5523718.0,8322834.0
2023-04-17 07:02:38,413.01,17.55,2023-04-21,0.7387471088252804,4541832.0,6148020.0
2023-04-17 07:02:38,413.01,17.55,2023-04-20,1.0862042547911808,1453262.0,1337927.0
2023-04-17 07:02:38,413.01,17.55,2023-04-17,0.7494902554880547,13035169.0,17392046.0
2023-04-17 07:02:50,412.94,17.56,2023-04-19,0.8319065092902901,2227631.0,2677742.0
2023-04-17 07:02:50,412.94,17.56,2023-04-20,1.074909041074089,1458873.0,1357206.0
2023-04-17 07:02:50,412.94,17.56,2023-04-18,0.672095952171107,5588910.0,8315643.0
2023-04-17 07:02:50,412.94,17.56,2023-04-17,0.7651225645012744,13158395.0,17197761.0
2023-04-17 07:02:50,412.94,17.56,2023-04-21,0.7439257768536431,4564155.0,6135229.0
2023-04-17 07:03:02,412.89,17.55,2023-04-17,0.7871592554896346,13420704.0,17049541.0
2023-04-17 07:03:02,412.88,17.55,2023-04-19,0.8375575611145347,2243908.0,2679109.0
2023-04-17 07:03:02,412.88,17.55,2023-04-20,1.0771880595831471,1467198.0,1362063.0
2023-04-17 07:03:02,412.88,17.55,2023-04-18,0.6867186208355953,5653067.0,8231999.0
2023-04-17 07:03:02,412.88,17.55,2023-04-21,0.7484642816622277,4584819.0,6125635.0
2023-04-17 07:03:13,412.69,17.55,2023-04-20,1.191402950084821,1561218.0,1310403.0
2023-04-17 07:03:13,412.69,17.55,2023-04-18,0.7939616095490826,6151424.0,7747760.0
2023-04-17 07:03:13,412.71,17.55,2023-04-17,1.0082606044942777,15214955.0,15090300.0
2023-04-17 07:03:13,412.71,17.55,2023-04-19,0.9466851319931584,2390468.0,2525093.0
2023-04-17 07:03:13,412.69,17.55,2023-04-21,0.8231957231855952,4827982.0,5864926.0
2023-04-17 07:03:25,412.67,17.54,2023-04-17,1.0573915027896683,15642536.0,14793514.0
2023-04-17 07:03:25,412.67,17.54,2023-04-20,1.199805896186987,1586111.0,1321973.0
2023-04-17 07:03:25,412.67,17.54,2023-04-18,0.8167810258157056,6296841.0,7709338.0
